unique_key,created_date,agency,complaint_type,descriptor,location_type,incident_zip,city,status,bbl,latitude,longitude,Category,Sentiment,Complaint Text,Emotion
56417399,2022-12-31 22:23:06,NYPD,Noise - Residential,Loud Talking,Residential Building/House,10462.0,BRONX,Closed,2039470040.0,40.83621010660156,-73.85370825386958,Social,Neutral,Noise - Residential. Loud Talking,Disgust
56553924,2022-12-31 22:22:55,NYPD,Noise - Residential,Loud Talking,Residential Building/House,10460.0,BRONX,Closed,2029820027.0,40.835504863783285,-73.88818185441696,Social,Neutral,Noise - Residential. Loud Talking,Disgust
56419481,2022-12-31 22:22:36,DOT,Street Condition,Pothole,,11211.0,BROOKLYN,Closed,,40.71525826826624,-73.95210978004566,Political,Neutral,Street Condition. Pothole,Neutral
56555531,2022-12-31 22:22:17,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11220.0,BROOKLYN,Closed,3008340068.0,40.638716146868376,-74.00878085185765,Political,Negative,Illegal Parking. Blocked Hydrant,Neutral
56549114,2022-12-31 22:22:07,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11226.0,BROOKLYN,Closed,3050860022.0,40.65220215349917,-73.9579464603267,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56552571,2022-12-31 22:22:02,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11229.0,BROOKLYN,Closed,3068190037.0,40.60412731435478,-73.95836567935277,Social,Negative,Blocked Driveway. No Access,Sadness
56418579,2022-12-31 22:21:41,NYPD,Illegal Fireworks,,Street/Sidewalk,10002.0,NEW YORK,Closed,1004150032.0,40.71991741956644,-73.99001435753044,Social,Negative,Illegal Fireworks. ,Fear
56553829,2022-12-31 22:20:53,NYPD,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11232.0,BROOKLYN,Closed,3009250035.0,40.64472479285036,-73.9976217135385,Social,Neutral,Noise - Street/Sidewalk. Loud Music/Party,Neutral
56413166,2022-12-31 22:20:51,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11435.0,JAMAICA,Closed,4100030091.0,40.69535500427082,-73.8119292738062,Political,Negative,Illegal Parking. Blocked Hydrant,Neutral
56413918,2022-12-31 22:20:36,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11419.0,SOUTH RICHMOND HILL,Closed,4094980001.0,40.6925249446369,-73.8169136135375,Social,Negative,Blocked Driveway. No Access,Sadness
56547376,2022-12-31 22:20:27,NYPD,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11232.0,BROOKLYN,Closed,3009250037.0,40.64468636458384,-73.9975604560498,Social,Neutral,Noise - Street/Sidewalk. Loud Music/Party,Neutral
56554011,2022-12-31 22:20:10,NYPD,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10026.0,NEW YORK,Closed,1018307503.0,40.80225340545579,-73.95324276081412,Political,Negative,Illegal Parking. Double Parked Blocking Vehicle,Neutral
56409899,2022-12-31 22:20:00,DOT,Traffic Signal Condition,Controller,,10026.0,MANHATTAN,Closed,,40.80503087125506,-73.95276039468597,Political,Neutral,Traffic Signal Condition. Controller,Neutral
56411871,2022-12-31 22:20:00,DEP,Sewer,Sewer Backup (Use Comments) (SA),,10310.0,STATEN ISLAND,Closed,5002270132.0,40.63037467518267,-74.12597889022288,Political,Neutral,Sewer. Sewer Backup (Use Comments) (SA),Neutral
56551879,2022-12-31 22:19:37,NYPD,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11106.0,ASTORIA,Closed,4006500006.0,40.76275768404637,-73.920124834447,Social,Neutral,Noise - Commercial. Loud Music/Party,Neutral
56418052,2022-12-31 22:19:34,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10462.0,BRONX,Closed,2039470040.0,40.83621010660156,-73.85370825386958,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56546550,2022-12-31 22:19:07,NYPD,Noise - Residential,Loud Talking,Residential Building/House,11103.0,ASTORIA,Closed,4007150067.0,40.7646486996962,-73.90887755870801,Social,Neutral,Noise - Residential. Loud Talking,Disgust
56555742,2022-12-31 22:18:43,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11106.0,ASTORIA,Closed,4003260004.0,40.76304028414306,-73.937747864622,Social,Negative,Blocked Driveway. No Access,Sadness
56546008,2022-12-31 22:18:33,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11226.0,BROOKLYN,Closed,3050580040.0,40.65269264061553,-73.96356101965615,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56550635,2022-12-31 22:18:03,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10455.0,BRONX,Closed,2027200001.0,40.81414229098957,-73.89964452694444,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56416494,2022-12-31 22:18:03,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11210.0,BROOKLYN,Closed,3050090046.0,40.63651518495827,-73.94386492863497,Social,Negative,Blocked Driveway. No Access,Sadness
56409783,2022-12-31 22:18:00,DOT,Traffic Signal Condition,Controller,,11210.0,BROOKLYN,Closed,,40.63450859173472,-73.94945113223785,Political,Neutral,Traffic Signal Condition. Controller,Neutral
56410602,2022-12-31 22:17:50,HPD,PLUMBING,WATER SUPPLY,RESIDENTIAL BUILDING,11223.0,BROOKLYN,Closed,3066810307.0,40.604146892187366,-73.96808190585807,Social,Neutral,PLUMBING. WATER SUPPLY,Neutral
56556416,2022-12-31 22:17:43,NYPD,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,11421.0,WOODHAVEN,Closed,4088400135.0,40.692432295550994,-73.8650798599272,Political,Negative,Illegal Parking. Posted Parking Sign Violation,Anger
56551765,2022-12-31 22:17:40,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10306.0,STATEN ISLAND,Closed,5035320500.0,40.58769930164539,-74.10321952615503,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56418530,2022-12-31 22:17:40,NYPD,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10002.0,NEW YORK,Closed,1004150031.0,40.71996682272388,-73.98998548986862,Social,Neutral,Noise - Street/Sidewalk. Loud Music/Party,Neutral
56410346,2022-12-31 22:17:36,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11237.0,BROOKLYN,Closed,3032807503.0,40.70231369142198,-73.91766543750109,Social,Neutral,HEAT/HOT WATER. ENTIRE BUILDING,Disgust
56552752,2022-12-31 22:17:32,NYPD,Blocked Driveway,Partial Access,Street/Sidewalk,11223.0,BROOKLYN,Closed,3071600027.0,40.59016532160507,-73.98300914500584,Social,Negative,Blocked Driveway. Partial Access,Neutral
56555145,2022-12-31 22:17:14,NYPD,Non-Emergency Police Matter,Other (complaint details),Street/Sidewalk,11375.0,FOREST HILLS,Closed,4032340045.0,40.72220307733375,-73.850372497937,Political,Neutral,Non-Emergency Police Matter. Other (complaint details),Neutral
56418853,2022-12-31 22:17:02,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10005.0,NEW YORK,Closed,1000417504.0,40.706399620637576,-74.00804316008256,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56438533,2022-12-31 22:16:52,TLC,For Hire Vehicle Complaint,Driver Complaint - Non Passenger,Street,10065.0,,Closed,,40.764056288051485,-73.96475634478452,Other,Negative,For Hire Vehicle Complaint. Driver Complaint - Non Passenger,Anger
56418934,2022-12-31 22:16:45,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11206.0,BROOKLYN,Closed,3031290001.0,40.70116923498277,-73.94004889209619,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56545690,2022-12-31 22:16:39,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10472.0,BRONX,Closed,2038740063.0,40.83342849023004,-73.86865697421297,Political,Negative,Illegal Parking. Blocked Hydrant,Neutral
56545864,2022-12-31 22:16:38,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11418.0,RICHMOND HILL,Closed,4092090055.0,40.7035434615487,-73.835767775874,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56549424,2022-12-31 22:16:31,NYPD,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11216.0,BROOKLYN,Closed,3018440001.0,40.68113409180136,-73.94924272922815,Social,Neutral,Noise - Street/Sidewalk. Loud Talking,Neutral
56414198,2022-12-31 22:16:20,NYPD,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10009.0,NEW YORK,Closed,1004360034.0,40.727201374138566,-73.98433439348193,Social,Neutral,Noise - Street/Sidewalk. Loud Music/Party,Neutral
56412563,2022-12-31 22:15:56,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10471.0,BRONX,Closed,2058640516.0,40.90702844551304,-73.89653414296158,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56413663,2022-12-31 22:15:28,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10458.0,BRONX,Closed,2030580001.0,40.858257778647,-73.89029816225118,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56444703,2022-12-31 22:15:11,DSNY,Illegal Posting,Sticker or Decal,Sidewalk,10003.0,,Closed,,40.73578984716102,-73.98536076518725,Other,Negative,Illegal Posting. Sticker or Decal,Disgust
56410438,2022-12-31 22:15:00,DOT,Traffic Signal Condition,Controller,,10451.0,BRONX,Closed,,40.819787424675056,-73.92801208783752,Political,Neutral,Traffic Signal Condition. Controller,Neutral
56552246,2022-12-31 22:14:58,NYPD,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11377.0,WOODSIDE,Closed,,40.75951564658633,-73.9050077884212,Social,Neutral,Noise - Street/Sidewalk. Loud Music/Party,Neutral
56412485,2022-12-31 22:14:55,HPD,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11223.0,BROOKLYN,Closed,3066810307.0,40.604146892187366,-73.96808190585807,Social,Neutral,HEAT/HOT WATER. ENTIRE BUILDING,Disgust
56552501,2022-12-31 22:14:54,NYPD,Animal-Abuse,Other (complaint details),Store/Commercial,11217.0,BROOKLYN,Closed,3011430007.0,40.68010769596062,-73.97456407026112,Social,Neutral,Animal-Abuse. Other (complaint details),Disgust
56419212,2022-12-31 22:14:39,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10457.0,BRONX,Closed,2031500045.0,40.85556798829767,-73.89935066841451,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56415219,2022-12-31 22:14:06,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10128.0,NEW YORK,Closed,1015580008.0,40.78336974185842,-73.94708487687478,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56410198,2022-12-31 22:14:00,DOT,Traffic Signal Condition,Controller,,10468.0,BRONX,Closed,,40.87519638673798,-73.88855625176745,Political,Neutral,Traffic Signal Condition. Controller,Neutral
56415464,2022-12-31 22:13:40,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11415.0,KEW GARDENS,Closed,4092680045.0,40.70312232836048,-73.82929491697034,Social,Negative,Blocked Driveway. No Access,Sadness
56547742,2022-12-31 22:13:23,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11207.0,BROOKLYN,Closed,3036740020.0,40.67784561465136,-73.89288427321912,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56554433,2022-12-31 22:12:52,NYPD,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,11226.0,BROOKLYN,Closed,3050630051.0,40.6540499680012,-73.95955266546295,Social,Neutral,Noise - Commercial. Loud Music/Party,Neutral
56550628,2022-12-31 22:12:37,NYPD,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10027.0,NEW YORK,Closed,1019540029.0,40.81151831978189,-73.95019814326714,Social,Neutral,Noise - Commercial. Loud Music/Party,Neutral
56554564,2022-12-31 22:12:35,NYPD,Illegal Fireworks,,Street/Sidewalk,11223.0,BROOKLYN,Closed,3071450066.0,40.59201416885562,-73.97649515300132,Social,Negative,Illegal Fireworks. ,Fear
56416303,2022-12-31 22:12:33,NYPD,Illegal Fireworks,,Park/Playground,11109.0,LONG ISLAND CITY,Closed,4000210010.0,40.748375596698416,-73.95681024747321,Social,Negative,Illegal Fireworks. ,Fear
56553463,2022-12-31 22:12:06,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10314.0,STATEN ISLAND,Closed,5023830182.0,40.58990741468136,-74.16357829765042,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56546939,2022-12-31 22:12:04,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11236.0,BROOKLYN,Closed,3081240085.0,40.64597715966485,-73.91032609122092,Social,Negative,Blocked Driveway. No Access,Sadness
56410743,2022-12-31 22:11:50,HPD,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10014.0,NEW YORK,Closed,1005880040.0,40.73195900296744,-74.00475558347784,Social,Neutral,UNSANITARY CONDITION. PESTS,Neutral
56409861,2022-12-31 22:11:41,HPD,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10458.0,BRONX,Closed,2030410014.0,40.85847561546126,-73.89136062711695,Social,Neutral,DOOR/WINDOW. DOOR,Neutral
56554432,2022-12-31 22:11:35,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,10454.0,BRONX,Closed,2022640001.0,40.806800188915375,-73.920841388604,Social,Neutral,Noise - Residential. Banging/Pounding,Neutral
56418455,2022-12-31 22:11:21,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11372.0,JACKSON HEIGHTS,Closed,,40.750101570624885,-73.87396432825656,Political,Negative,Illegal Parking. Blocked Hydrant,Neutral
56546488,2022-12-31 22:11:19,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11236.0,BROOKLYN,Closed,3047100010.0,40.65074016626262,-73.91879940942533,Social,Negative,Blocked Driveway. No Access,Sadness
56545703,2022-12-31 22:09:55,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,11218.0,BROOKLYN,Closed,3053970041.0,40.63405853999985,-73.97470051740065,Social,Neutral,Noise - Residential. Banging/Pounding,Neutral
56413374,2022-12-31 22:09:34,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11372.0,JACKSON HEIGHTS,Closed,4014810022.0,40.75043270981618,-73.87307584198864,Political,Negative,Illegal Parking. Blocked Hydrant,Neutral
56545806,2022-12-31 22:09:26,NYPD,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11217.0,BROOKLYN,Closed,3011280001.0,40.68216328901638,-73.97349245639819,Political,Negative,Illegal Parking. Double Parked Blocking Traffic,Neutral
56418759,2022-12-31 22:09:19,NYPD,Noise - House of Worship,Loud Music/Party,House of Worship,10457.0,BRONX,Closed,2030800019.0,40.84887644125512,-73.89036423754719,Other,Positive,Noise - House of Worship. Loud Music/Party,Neutral
56553110,2022-12-31 22:09:19,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11357.0,WHITESTONE,Closed,4057400139.0,40.782478831225056,-73.79719614545081,Political,Negative,Illegal Parking. Blocked Hydrant,Neutral
56413801,2022-12-31 22:09:09,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,10473.0,BRONX,Closed,2035330064.0,40.8182973850241,-73.85102714156072,Political,Negative,Abandoned Vehicle. With License Plate,Sadness
56550209,2022-12-31 22:08:57,NYPD,Noise - Residential,Loud Talking,Residential Building/House,10021.0,NEW YORK,Closed,1014680009.0,40.768255064131054,-73.95493451886078,Social,Neutral,Noise - Residential. Loud Talking,Disgust
56550563,2022-12-31 22:08:28,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11213.0,BROOKLYN,Closed,3013740054.0,40.6712350268903,-73.92633753383667,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56556173,2022-12-31 22:08:19,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11385.0,RIDGEWOOD,Closed,4035790048.0,40.698479546807086,-73.89752137343856,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56419275,2022-12-31 22:08:01,NYPD,Panhandling,,Street/Sidewalk,10011.0,NEW YORK,Closed,1007440048.0,40.74428029417955,-74.00009022122485,Other,Neutral,Panhandling. ,Disgust
56481026,2022-12-31 22:07:58,DSNY,Litter Basket Request,New Basket,Sidewalk,11216.0,,Closed,,40.67872302648591,-73.95298686771372,Other,Neutral,Litter Basket Request. New Basket,Neutral
56556146,2022-12-31 22:07:54,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,10033.0,NEW YORK,Closed,1021550039.0,40.84962139439125,-73.93077747356064,Social,Neutral,Noise - Residential. Banging/Pounding,Neutral
56417753,2022-12-31 22:07:52,NYPD,Illegal Parking,Double Parked Blocking Vehicle,Street/Sidewalk,10454.0,BRONX,Closed,2023110001.0,40.80828879470571,-73.92644232796997,Political,Negative,Illegal Parking. Double Parked Blocking Vehicle,Neutral
56419325,2022-12-31 22:07:49,DOB,Elevator,Elevator - Multiple Devices On Property,,10454.0,BRONX,Closed,2022957501.0,40.80602239216581,-73.92761157251907,Social,Neutral,Elevator. Elevator - Multiple Devices On Property,Neutral
56550578,2022-12-31 22:07:46,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11208.0,BROOKLYN,Closed,3042920061.0,40.66952340933772,-73.87388948950466,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56546549,2022-12-31 22:07:38,NYPD,Noise - Residential,Loud Talking,Residential Building/House,10031.0,NEW YORK,Closed,1020880043.0,40.82416166479311,-73.95297805704422,Social,Neutral,Noise - Residential. Loud Talking,Disgust
56416645,2022-12-31 22:07:36,NYPD,Blocked Driveway,No Access,Street/Sidewalk,10467.0,BRONX,Closed,2045120026.0,40.86627499465527,-73.86442345845455,Social,Negative,Blocked Driveway. No Access,Sadness
56411686,2022-12-31 22:07:00,DOT,Traffic Signal Condition,Controller,,10472.0,BRONX,Closed,,40.82866045011615,-73.8782347469679,Political,Neutral,Traffic Signal Condition. Controller,Neutral
56550559,2022-12-31 22:06:54,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,10304.0,STATEN ISLAND,Closed,5004877502.0,40.62881118467298,-74.07438299666333,Social,Neutral,Noise - Residential. Banging/Pounding,Neutral
56419024,2022-12-31 22:06:31,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11222.0,BROOKLYN,Closed,3028290028.0,40.72099509659272,-73.94089687934584,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56442438,2022-12-31 22:06:16,DSNY,Dead Animal,Raccoon,Street,11234.0,BROOKLYN,Closed,3084780040.0,40.611621265083706,-73.93592255101201,Other,Negative,Dead Animal. Raccoon,Disgust
56436951,2022-12-31 22:06:07,DOHMH,Non-Residential Heat,Inadequate or No Heat,Building (Non-Residential),11201.0,BROOKLYN,In Progress,3001707501.0,40.689798940160095,-73.98814379990745,Other,Neutral,Non-Residential Heat. Inadequate or No Heat,Sadness
56411702,2022-12-31 22:06:00,DOT,Traffic Signal Condition,Controller,,10453.0,BRONX,Closed,,40.846869604369374,-73.90875408479297,Political,Neutral,Traffic Signal Condition. Controller,Neutral
56552639,2022-12-31 22:05:36,NYPD,Noise - Residential,Loud Talking,Residential Building/House,11209.0,BROOKLYN,Closed,3060090024.0,40.62357107616581,-74.02352676703748,Social,Neutral,Noise - Residential. Loud Talking,Disgust
56451376,2022-12-31 22:05:11,DSNY,Missed Collection,Trash,Street,11219.0,BROOKLYN,Closed,3056210032.0,40.63862846930098,-73.99357200692688,Economic,Negative,Missed Collection. Trash,Neutral
56409425,2022-12-31 22:05:00,DEP,Sewer,Sewer Backup (Use Comments) (SA),,11416.0,OZONE PARK,Closed,4090780060.0,40.67997394264988,-73.86062358600326,Political,Neutral,Sewer. Sewer Backup (Use Comments) (SA),Neutral
56551141,2022-12-31 22:05:00,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11432.0,JAMAICA,Closed,4098270057.0,40.71123663901764,-73.78993184007443,Social,Negative,Blocked Driveway. No Access,Sadness
56549964,2022-12-31 22:04:12,NYPD,Animal-Abuse,Other (complaint details),Residential Building/House,11357.0,WHITESTONE,Closed,,40.776368580605606,-73.8148633518879,Social,Neutral,Animal-Abuse. Other (complaint details),Disgust
56417966,2022-12-31 22:03:56,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10003.0,NEW YORK,Closed,1005650005.0,40.73471730842647,-73.99210497163173,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56417668,2022-12-31 22:03:39,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11691.0,FAR ROCKAWAY,Closed,4157070003.0,40.60224437697944,-73.7580981924057,Social,Negative,Blocked Driveway. No Access,Sadness
56546560,2022-12-31 22:03:11,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11368.0,CORONA,Closed,4019780049.0,40.746648899798686,-73.86218031794176,Social,Negative,Blocked Driveway. No Access,Sadness
56417859,2022-12-31 22:03:02,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11222.0,BROOKLYN,Closed,3028290028.0,40.72099509659272,-73.94089687934584,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56410555,2022-12-31 22:03:00,DOT,Street Light Condition,Street Light Out,,10469.0,BRONX,Closed,2045870002.0,40.86869731178231,-73.84800005296975,Social,Neutral,Street Light Condition. Street Light Out,Neutral
56444582,2022-12-31 22:02:20,DSNY,Dead Animal,Raccoon,Street,11234.0,BROOKLYN,Closed,3084780040.0,40.611621265083706,-73.93592255101201,Other,Negative,Dead Animal. Raccoon,Disgust
56415713,2022-12-31 22:02:09,NYPD,Blocked Driveway,No Access,Street/Sidewalk,11433.0,JAMAICA,Closed,4102400039.0,40.70177268628585,-73.78547870939116,Social,Negative,Blocked Driveway. No Access,Sadness
56412208,2022-12-31 22:02:00,DOT,Traffic Signal Condition,Controller,,10034.0,MANHATTAN,Closed,,40.86701519865037,-73.92310894630785,Political,Neutral,Traffic Signal Condition. Controller,Neutral
56428784,2022-12-31 22:01:44,DSNY,Illegal Dumping,Chronic Dumping,Sidewalk,11203.0,BROOKLYN,Closed,3048720050.0,40.65183979422383,-73.94484309309009,Political,Negative,Illegal Dumping. Chronic Dumping,Disgust
56550631,2022-12-31 22:01:24,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,11207.0,BROOKLYN,Closed,3043710001.0,40.65677222271884,-73.88540352402796,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56553135,2022-12-31 22:01:01,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11214.0,BROOKLYN,Closed,3062980057.0,40.606333326143854,-73.99495084818459,Political,Negative,Illegal Parking. Blocked Hydrant,Neutral
56553164,2022-12-31 22:00:47,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11208.0,BROOKLYN,Closed,3041150026.0,40.68603366963854,-73.87681854478991,Political,Negative,Illegal Parking. Blocked Hydrant,Neutral
56550585,2022-12-31 22:00:22,NYPD,Noise - Vehicle,Car/Truck Horn,Street/Sidewalk,11373.0,ELMHURST,Closed,4018720011.0,40.736707115803306,-73.86899197152124,Social,Neutral,Noise - Vehicle. Car/Truck Horn,Neutral
56547466,2022-12-31 22:00:07,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10463.0,BRONX,Closed,2059200670.0,40.88870126620313,-73.91562263026111,Political,Negative,Illegal Parking. Blocked Hydrant,Neutral
56549789,2022-12-31 22:00:03,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11428.0,QUEENS VILLAGE,Closed,4107100019.0,40.724846236777175,-73.7406243003855,Political,Negative,Illegal Parking. Blocked Hydrant,Neutral
56551360,2022-12-31 22:00:00,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,10466.0,BRONX,Closed,2050430049.0,40.89659733309558,-73.85456644012864,Political,Negative,Illegal Parking. Blocked Hydrant,Neutral
56408053,2022-12-31 22:00:00,DOT,Traffic Signal Condition,Controller,,10033.0,MANHATTAN,Closed,,40.848120104260005,-73.93088385591803,Political,Neutral,Traffic Signal Condition. Controller,Neutral
56410232,2022-12-31 21:59:36,HPD,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11385.0,RIDGEWOOD,Closed,4036440026.0,40.703309028143,-73.89014920343865,Social,Neutral,HEAT/HOT WATER. APARTMENT ONLY,Neutral
56549227,2022-12-31 21:59:17,NYPD,Noise - Residential,Banging/Pounding,Residential Building/House,11106.0,ASTORIA,Closed,4005820049.0,40.7624006645932,-73.9281535293343,Social,Neutral,Noise - Residential. Banging/Pounding,Neutral
56432482,2022-12-31 21:58:20,DOHMH,Food Establishment,Water,Restaurant/Bar/Deli/Bakery,11101.0,LONG ISLAND CITY,In Progress,4004590005.0,40.75178638925487,-73.94792565667927,Other,Neutral,Food Establishment. Water,Neutral
56412431,2022-12-31 21:58:00,DOT,Traffic Signal Condition,Controller,,11226.0,BROOKLYN,Closed,,40.64076754931183,-73.95140655947002,Political,Neutral,Traffic Signal Condition. Controller,Neutral
56552625,2022-12-31 21:57:59,NYPD,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,11229.0,BROOKLYN,Closed,3068080054.0,40.60745529675678,-73.9480490419404,Political,Negative,Illegal Parking. Commercial Overnight Parking,Neutral
56414231,2022-12-31 21:57:26,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11373.0,ELMHURST,Closed,4018680054.0,40.73878671476362,-73.87060090679695,Political,Negative,Illegal Parking. Blocked Hydrant,Neutral
56412403,2022-12-31 21:57:02,HPD,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10451.0,BRONX,Closed,2024610090.0,40.82979012270764,-73.92107420870009,Social,Negative,WATER LEAK. HEAVY FLOW,Neutral
56412415,2022-12-31 21:57:02,HPD,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,10451.0,BRONX,Closed,2024610090.0,40.82979012270764,-73.92107420870009,Social,Neutral,PAINT/PLASTER. CEILING,Neutral
56549177,2022-12-31 21:56:45,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,11222.0,BROOKLYN,Closed,3024820026.0,40.73724524045932,-73.95577822329089,Political,Negative,Abandoned Vehicle. With License Plate,Sadness
56550673,2022-12-31 21:56:20,NYPD,Abandoned Vehicle,With License Plate,Street/Sidewalk,11385.0,RIDGEWOOD,Closed,4035300039.0,40.70674501990131,-73.89862678083269,Political,Negative,Abandoned Vehicle. With License Plate,Sadness
56549377,2022-12-31 21:56:00,NYPD,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,10305.0,STATEN ISLAND,Closed,5031090043.0,40.59588023463071,-74.06818529296766,Political,Negative,Illegal Parking. Posted Parking Sign Violation,Anger
56549225,2022-12-31 21:55:48,NYPD,Noise - Commercial,Loud Music/Party,Club/Bar/Restaurant,10027.0,NEW YORK,Closed,1019547501.0,40.811581557329646,-73.95045097086839,Social,Neutral,Noise - Commercial. Loud Music/Party,Neutral
56416907,2022-12-31 21:55:45,NYPD,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11373.0,ELMHURST,Closed,4018700030.0,40.73832034961065,-73.86839339204172,Political,Negative,Illegal Parking. Blocked Hydrant,Neutral
56418915,2022-12-31 21:55:43,NYPD,Noise - Residential,Loud Music/Party,Residential Building/House,10457.0,BRONX,Closed,2031500045.0,40.85556798829767,-73.89935066841451,Social,Neutral,Noise - Residential. Loud Music/Party,Neutral
56418162,2022-12-31 21:55:08,NYPD,Noise - Commercial,Loud Music/Party,Store/Commercial,10002.0,NEW YORK,Closed,1004100048.0,40.71996663529439,-73.98802299222844,Social,Neutral,Noise - Commercial. Loud Music/Party,Neutral
